idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300351","0",BRAM077,Porto 3R,Registro - Instalação de apoio,BR,BRA,BRAM077,Em Operação,Privada,Registro - Instalação de apoio,3R COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO E SER,"08082848000119",Res. 5326/2017,,Rua Vista Alegre,A,"39",Colônia Oliveira Machado,"69070750","1302603",,,,,,Negro,"-3.148","-60.008",Atualizado pela GAP em 28/03/2017.,Antaq,,Porto 3R,8082848000119,3R COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO E SERVIÇOS DE TRANSPORTE RODOVIÁRIOS E POR NAVEGAÇÃO DE CARGA,8082848000119,3R COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO E SERVIÇOS DE TRANSPORTE RODOVIÁRIOS E POR NAVEGAÇÃO DE CARGA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5326/2017,2017-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5326",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300352","0",BRAM078,Porto Trairi,Registro - Instalação de apoio,BR,BRA,BRAM078,Em Operação,Privada,Registro - Instalação de apoio,TRAIRI COMÉRCIO DE DERIVADOS DE PETRÓLEO LTD,"04811052000441",Res. 5327/2017,,Avenida Padre Agostinho Caballero Martin,"2.101",,Compensa,"69065090","1302603",,,,,,Negro,"-3.117","-60.054",Atualizado pela GAP em 28/03/2017.,Antaq,,Porto Trairi,4811052000441,TRAIRI COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,4811052000441,TRAIRI COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5327/2017,2017-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,2017-03-20 00:00:00.000,"5327",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300353","0",BRAM082,Estaleiro Bibi Eireli,Registro - Estaleiro,BR,BRA,BRAM082,Em Operação,Privada,Registro - Estaleiro,ESTALEIRO BIBI EIRELI,"05204780000105",Res. 5511/2017,,Estrada paredão KM 05,Casa A,"1213",Vila Buriti,"69074160","1302603",,,,,,Negro,"-3.161","-59.982",Cadastro feito pela GAP em 25/09/2017. Processo: 50300.003979/20,Antaq,,Estaleiro Bibi Eireli,5204780000105,ESTALEIRO BIBI EIRELI,5204780000105,ESTALEIRO BIBI EIRELI,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 5511/2017,2017-08-07 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5511",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300354","0",BRAM083,El Shadai,Registro - Instalação de apoio,BR,BRA,BRAM083,Em Operação,Privada,Registro - Instalação de apoio,PEDRO LUIZ NETO - ME,"84468230000170",Res. 5692/2017,,Rua 1,,,Setor Industrial,"69800000","1301704",,,,,,Amazonas,"-7.483","-63.026","Processo: 50300.002446/2017-19
Inserido pela GAP em 27/10/2017",Antaq,,El Shadai,84468230000170,PEDRO LUIZ NETO - ME,84468230000170,PEDRO LUIZ NETO - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5692/2017,2017-10-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5692",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300355","0",BRAM086,Navegação Nóbrega,Registro - Instalação de apoio,BR,BRA,BRAM086,Em Operação,Privada,Registro - Instalação de apoio,NAVEGAÇÃO NÓBREGA LTDA,"34486076000190",Res. 5865/2017,,Rua Rio Pirapó,Fundos 2,"91",Vila Buriti,"69072010","1302603",,,,,,Negro,"-3.159","-59.985",Cadastro emitido pela GAP em 07/03/2018,Antaq,,Navegação Nóbrega,34486076000190,NAVEGAÇÃO NÓBREGA LTDA,34486076000190,NAVEGAÇÃO NÓBREGA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5865/2017,2017-12-26 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5865",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300356","0",BRAM089,Navegação Rio Negro S/A,Registro - Instalação de apoio,BR,BRA,BRAM089,Em Operação,Privada,Registro - Instalação de apoio,NAVEGAÇÃO RIO NEGRO S/A,"06199077000119",Res. 6068/2018,,Rua Rio Jaguarão  -,Parte A,"2134",Vila Buriti - Distrito Industrial,"69072055","1302603",,,,,,Negro,"-3.148","-59.965",Cadastro realizado pela GAP em 08/05/2018,Antaq,,Navegação Rio Negro S/A,6199077000119,NAVEGAÇÃO RIO NEGRO S/A,6199077000119,NAVEGAÇÃO RIO NEGRO S/A,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6068/2018,2018-05-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6068",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300357","0",BRAM090,COOP-ACAMDAF,Registro - Instalação de apoio,BR,BRA,BRAM090,Em Operação,Privada,Registro - Instalação de apoio,COOPERATIVA DOS PROFISSIONAIS DE TRANSPORTE,"09338725000169",Res. 5966/2018,,"Av. coronel Teixeira, S/N, Flutuante ACAMDAF, Marina do David",,,Ponta Negra,"69090000","1302603",,,,,,Negro,"-3.053","-60.109",Cadastro realizado pela GAP em 11/05/2018,Antaq,,COOP-ACAMDAF,9338725000169,COOPERATIVA DOS PROFISSIONAIS DE TRANSPORTE FLUVIAL DA MARINA DO DAVI COOP-ACAMDAF,9338725000169,COOPERATIVA DOS PROFISSIONAIS DE TRANSPORTE FLUVIAL DA MARINA DO DAVI COOP-ACAMDAF,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5966/2018,2018-03-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5966",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300358","0",BRAM092,Beconal,Registro - Estaleiro,BR,BRA,BRAM092,Em Operação,Privada,Registro - Estaleiro,BERTOLINI CONSTRUÇÃO NAVAL DA AMAZÔNIA LTDA,"05073228000125",Res. 5522/2017,,Rua Raimundo Nonato de Castro,,"1",Santo Agostrinho,"69037140","1302603",,,,,,Negro,"-3.096","-60.073",Cadastro realizado pela GAP em 11/09/2018,Antaq,,Beconal,5073228000125,BERTOLINI CONSTRUÇÃO NAVAL DA AMAZÔNIA LTDA,5073228000125,BERTOLINI CONSTRUÇÃO NAVAL DA AMAZÔNIA LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 5522/2017,2017-08-04 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300359","0",BRAM093,Estaleiro Juruá,Registro - Estaleiro,BR,BRA,BRAM093,Em Operação,Privada,Registro - Estaleiro,JURUÁ ESTALEIROS E NAVEGAÇÃO LTDA.,"63700553000177",Res. 6377/2018,,"Estrada do Brito, km 01",,,Cacau Pirera,"69415000","1301852",,,,,,Negro,"-3.15","-60.097",Atualizado por esta GAP em 27/09/2018.,Antaq,,Estaleiro Juruá,63700553000177,JURUÁ ESTALEIROS E NAVEGAÇÃO LTDA.,63700553000177,JURUÁ ESTALEIROS E NAVEGAÇÃO LTDA.,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6377/2018,2018-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300360","0",BRAM095,Porto Santa Rosa,Registro - Instalação de apoio,BR,BRA,BRAM095,Em Operação,Privada,Registro - Instalação de apoio,P. T. A. DE CARVALHO NETO-ME,"12347939000106",Res. 6472/2018,,Est. Odovaldo Ferreira Novo,"Beira Rio, Galpão D","4635",Djardo Vieira,"69151470","1303403",,,,,,Amazonas,"-2.636","-56.757",,Antaq,,Porto Santa Rosa,12347939000106,P. T. A. DE CARVALHO NETO-ME,12347939000106,P. T. A. DE CARVALHO NETO-ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6472/2018,2018-11-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300361","0",BRAM096,Porto Socorro Carvalho,Registro - Instalação de apoio,BR,BRA,BRAM096,Em Operação,Privada,Registro - Instalação de apoio,SC TRANSPORTES LTDA.,"04330304000178",Res. 6568/2018,,Rua Desembargador César do Rego,Sala A,"850",Colônia Antônio Aleixo,"69050010","1302603",,,,,,Negro,"-3.119","-59.922",Processo 50300.005206/2017-76,Antaq,,Porto Socorro Carvalho,4330304000178,SC TRANSPORTES LTDA.,4330304000178,SC TRANSPORTES LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6568/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300362","0",BRAM097,Porto Juarez Prates,Registro - Instalação de apoio,BR,BRA,BRAM097,Em Operação,Privada,Registro - Instalação de apoio,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,"04443961000121",Res. 6985/2019,,"Margem direita do Rio Negro, Estrada do Brito",,"6",Cacau Pirera,"69415000","1301852",,,,,,Negro,"-3.152","-60.1","Cadastrado pela GPF em 16/01/2019.
Atualizado pela GAP em 11/07",Antaq,,Porto Juarez Prates,4443961000121,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,4443961000121,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6985/2019,2019-06-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300363","0",BRAM098,Porto Galo da Serra,Registro - Instalação de apoio,BR,BRA,BRAM098,Em Operação,Privada,Registro - Instalação de apoio,GALO DA SERRA NAVEGAÇÃO FLUVIAL E LOGÍSTICA,"63742878000112",Res. 6616/2018,,Rua Pajurá,Vila Buriti,"865",Distrito Industrial,"69072065","1302603",,,,,,Negro,"-3.147","-59.963",Cadastro GAP 16/01/2019,Antaq,,Porto Galo da Serra,63742878000112,GALO DA SERRA NAVEGAÇÃO FLUVIAL E LOGÍSTICA LTDA,63742878000112,GALO DA SERRA NAVEGAÇÃO FLUVIAL E LOGÍSTICA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6616/2018,2018-12-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300364","0",BRAM099,IP4 Itacoatiara,Registro - Instalação portuária pública,BR,BRA,BRAM099,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,RUA QUINTINO BOCAIUVA,,,CENTRO,"69100000","1301902",,,,,,Amazonas,,,Atualizado em 23/08/19.,Antaq,,IP4 Itacoatiara,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300365","0",BRAM100,IP4 Tabatinga,Registro - Instalação portuária pública,BR,BRA,BRAM100,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,RUA DUARTE COELHO,,,"-","69640000","1304062",,,,,,Amazonas,,,Atualizado em 23/08/19.,Antaq,,IP4 Tabatinga,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300366","0",BRAM108,IP4 do Município de Barreirinha/AM,Registro - Instalação portuária pública,BR,BRA,BRAM108,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Militão Dutra,,,Centro,"69160000","1300508",,,,,,Curuçá,"-2.793","-57.073",Cadastro GAP 01/08/2019,Antaq,,IP4 do Município de Barreirinha/AM,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300367","0",BRAM101,Estaleiro Helitec,Registro - Estaleiro,BR,BRA,BRAM101,Em Operação,Privada,Registro - Estaleiro,D MELO DE SOUZA HELITEC CONSTRUCÃO E COMÉRCI,"06106604000284",Res. 6829/2019,,Rua Nelson Rodrigues,,"100",Compensa,"69035351","1302603",,,,,,Negro,"-3.102","-60.072",Processo 50300.018801/2018-52 - Cadastro realizado pela GAP em 1,Antaq,,Estaleiro Helitec,6106604000284,D MELO DE SOUZA HELITEC CONSTRUCÃO E COMÉRCIO DE EMBARCAÇÕES EIRELI,6106604000101,D MELO DE SOUZA HELITEC CONSTRUCÃO E COMÉRCIO DE EMBARCACÕES EIRELI,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6829/2019,2019-04-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300368","0",BRAM103,"Expresso Aliança Mudanças, Transportes e Serviços Ltda",Registro - Instalação de apoio,BR,BRA,BRAM103,Em Operação,Privada,Registro - Instalação de apoio,"EXPRESSO ALIANCA - MUDANCAS, TRANSPORTES E S","03569947000106",Res. 6847/2019,,Rua Coréia do Sul,,"2",Ponta Negra,"69037036","1302603",,,,,,Negro,"-3.093","-60.076",Cadastro GAP 14/05/2019,Antaq,,"Expresso Aliança Mudanças, Transportes e Serviços Ltda",3569947000106,"EXPRESSO ALIANCA - MUDANCAS, TRANSPORTES E SERVICOS LTDA",3569947000106,"EXPRESSO ALIANCA - MUDANCAS, TRANSPORTES E SERVICOS LTDA","9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6847/2019,2019-04-16 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300370","0",BRAM105,Estaleiro Xpressboat,Registro - Estaleiro,BR,BRA,BRAM105,Em Operação,Privada,Registro - Estaleiro,JR SERVIÇOS NAVAIS LTDA.,"10936420000138",Res. 7028/2019,,Rua Cauim,,"256",Puraquequara,"69009145","1302603",,,,,,Amazonas,"-3.054","-59.841",Cadastro GAP 12/07/2019,Antaq,,Estaleiro Xpressboat,10936420000138,JR SERVIÇOS NAVAIS LTDA.,10936420000138,JR SERVIÇOS NAVAIS LTDA.,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7028/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300371","0",BRAM106,Porto Juarez Prates II,Registro - Estaleiro,BR,BRA,BRAM106,Em Operação,Privada,Registro - Estaleiro,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,"04443961000121",Res. 7029/2019,,Margem Direita do Rio Negro,,"6",Cacau Pirera,"69415000","1301852",,,,,,Negro,"-3.151","-60.099",Cadastro GAP 18/07/2019. Processo SEI: 50300.001761/2019-91,Antaq,,Porto Juarez Prates II,4443961000121,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,4443961000121,COMÉRCIO E NAVEGAÇÃO PRATES LTDA.,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7029/2019,2019-07-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300372","0",BRAM107,IP4 do Município de Autazes/AM,Registro - Instalação portuária pública,BR,BRA,BRAM107,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Av. Autazes,,,Centro,"69240000","1300300",,,,,,Madeira,"-3.577","-59.134",Cadastro GAP 01/08/2019,Antaq,,IP4 do Município de Autazes/AM,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300373","0",BRAM109,IP4 do Município de Benjamin Constant,Registro - Instalação portuária pública,BR,BRA,BRAM109,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Castelo Branco,,,Centro,"69630000","1300607",,,,,,Amazonas,"-4.373","-70.028",Cadastro GAP 01/08/2019,Antaq,,IP4 do Município de Benjamin Constant,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300374","0",BRAM110,IP4 de Beruri,Registro - Instalação portuária pública,BR,BRA,BRAM110,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua João Libânio,,,Centro,"69430000","1300631",,,,,,Purus,"-3.898","-61.376",Cadastro GAP 01/08/2019,Antaq,,IP4 de Beruri,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300375","0",BRAM111,IP4 de Boa Vista do Ramos,Registro - Instalação portuária pública,BR,BRA,BRAM111,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Orla Osório Pimentel,,,Centro,"69195000","1300680",,,,,,Curuçá,"-2.969","-57.589",Cadastro GAP 02/08/2019,Antaq,,IP4 de Boa Vista do Ramos,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300376","0",BRAM112,IP4 de Borba,Registro - Instalação portuária pública,BR,BRA,BRAM112,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Getúlio Vargas,,,Centro,"69200000","1300805",,,,,,Madeira,"-4.385","-59.593",Cadastro GAP 02/08/2019,Antaq,,IP4 de Borba,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300377","0",BRAM113,IP4 de Canutama,Registro - Instalação portuária pública,BR,BRA,BRAM113,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Floriano Peixoto,,,Centro,"69058775","1300904",,,,,,Purus,"-6.54","-64.387",Cadastro GAP 02/08/2019,Antaq,,IP4 de Canutama,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300378","0",BRAM114,IP4 de Carauari,Registro - Instalação portuária pública,BR,BRA,BRAM114,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Porto do Gavião,,,Centro,"69058775","1301001",,,,,,Juruá,"-4.884","-66.9",Cadastro GAP 05/08/2019,Antaq,,IP4 de Carauari,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300379","0",BRAM115,IP4 de Careiro de Várzea,Registro - Instalação portuária pública,BR,BRA,BRAM115,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rodovia BR - 319,,,Centro,"69255000","1301159",,,,,,Amazonas,"-3.189","-59.868",Cadastro GAP,Antaq,,IP4 de Careiro de Várzea,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300380","0",BRAM116,IP4 de Coari,Registro - Instalação portuária pública,BR,BRA,BRAM116,Em Operação,Privada,Registro - Instalação portuária pública de pequeno porte,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRA,"04892707003398",Res. 6884/2019,,Rua Independência,,,Centro,"69460000","1301209",,,,,,Coari,"-4.082","-63.143",Cadastro GAP 06/08/2019,Antaq,,IP4 de Coari,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,4892707003398,DNIT-DEPARTAMENTO NACIONAL DE INRAEST DE TRANSPORTES,"9",Registro (RN 13/2016),"7",Registro - Instalação portuária pública de pequeno porte,Res. 6884/2019,2019-05-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
